,ir_test,ir_crl_mean,ir_crl_std,p_value
216,0.19124833480228287,-0.8420024870926239,0.6776979416482475,0.03
217,0.29040130831621197,-0.6431876013910979,0.5815885156363025,0.04
218,0.5474138608298705,-0.4818256774914672,0.664687124232688,0.07
219,1.0532868269833724,-0.7355259605819572,0.6475235948454221,0.0
222,-0.5542862494068335,-0.9240674071054278,0.5758150043003905,0.23
223,-0.6400755543158483,0.16773760310961675,0.6510276295583701,0.9
224,-0.7361691698635485,-0.9930928221144393,0.5835102480846623,0.24
225,1.645683783262431,-0.21158440529661957,0.5561284975616484,0.0
226,1.5175438119453444,0.3794175395582742,0.5372885267206002,0.01
227,0.5697083307156949,-0.8103850927014555,0.6263322519151917,0.01
228,-0.9190677176451831,-0.03471232376029269,0.5601581269749428,0.97
229,1.0522003406348728,-0.13199362082245875,0.5834197427791022,0.03
230,-1.071898699790253,-0.8700445465303521,0.6182128061144965,0.62
232,1.4596033020260288,-1.0403387757514981,0.6433280681559602,0.0
233,-1.8579698410440049,-1.0292176137931113,0.47579426764221244,0.97
234,-0.324328860090915,-1.362164425876875,0.7243782494670715,0.06
235,0.17686988067864456,-0.6407090926656573,0.595770439558577,0.08
236,1.9301249281753834,-0.9584351364565842,0.61570848654062,0.0
237,1.0331887216513542,-0.528518732127276,0.6881733344682651,0.02
238,-0.6183031121003563,-0.2539062177807207,0.6493681105566698,0.7
239,1.40177300532651,-0.5651819957430588,0.5844892200020341,0.0
241,-0.5237598289261844,0.29776447814266266,0.6318992789818648,0.91
242,-1.52081082578508,-0.7914436551590422,0.6003644006511516,0.88
243,-1.900243790624518,-1.0581589071324233,0.5213738948856652,0.97
244,-2.280310137263513,-0.11484112945106356,0.5733264047441965,1.0
245,-0.35161847959230197,-0.6682883092728954,0.6390987826435592,0.34
246,1.247755748266333,-0.6787259068372893,0.552350386889444,0.0
247,0.8332578930316488,0.043397193764055146,0.6077236456535527,0.09
248,0.13416704118847728,-0.8618959873509199,0.6316658021014724,0.05
249,-0.7683396356531934,-0.47625753130009274,0.6054114548898916,0.64
250,-0.36504123233212693,-0.15330532735507582,0.6269241788202796,0.67
253,-0.6300267426766791,-0.5817958202075728,0.6077124630360989,0.56
255,-1.4861496811199564,-0.8918554584723722,0.6568107372945069,0.82
256,0.37203056526015266,-0.6703180687403024,0.6679869891674836,0.09
257,-0.7824692500469161,-0.11943345448361589,0.6231633616111748,0.84
259,0.17551419968410742,-0.940852492194869,0.5857878773769656,0.03
260,-0.6446945361529954,-0.28099867734570977,0.6296519794786967,0.74
261,-0.5893972460035006,-0.8152391214634817,0.5392802980481917,0.35
262,-0.4530636777517633,-0.32890958893617095,0.6533350898203557,0.63
263,0.2978409541461153,-0.485619061714903,0.5542852185095206,0.09
264,-0.7106036497847471,-0.2611776954412787,0.6055815479910822,0.77
265,0.300671372829504,-0.264657512836322,0.6017560160920156,0.14
266,-0.7062728273467828,-0.3845938472984958,0.6578386564813086,0.71
268,0.22678690492132536,-0.3494460040146775,0.6051882671119201,0.19
269,1.007895123692735,-0.475269969009412,0.6023817121898944,0.0
270,-2.691523374679337,-0.3498094522570756,0.6040391638069288,1.0
271,-1.8847299017475552,-1.1717833950626797,0.5740431363644526,0.89
272,0.6732535185384287,-0.4480799711486388,0.5604290288757747,0.02
273,-0.8218130764288527,-1.0337667448303003,0.5334675290953269,0.38
275,1.4111106674830762,-1.2184030667353225,0.6614299943115126,0.0
276,-0.2975186220617422,-0.6311552306370793,0.6462857076635441,0.35
277,0.2889383856431161,-1.076162544036567,0.6214935546118621,0.04
278,0.05816141108137057,-0.6800356403647811,0.6044132559535305,0.09
279,0.6969990699040007,0.2499050611159904,0.5852656272860944,0.25
280,-2.011108610113593,-1.640892367635511,0.5925209108699857,0.73
281,-1.5680917809082477,-1.132498681861605,0.6764362744988022,0.76
282,-1.943235306924302,-0.7335202584558901,0.5161321487523709,0.99
283,1.3406963333933204,-0.7714527899242034,0.5263915664795129,0.0
285,-0.8020103139573237,-1.051106978977494,0.602305859634385,0.36
286,-0.782489060951818,-0.8885352007896885,0.582358875064957,0.38
287,1.9106123791205434,-0.3273975744713338,0.6488405530461165,0.0
288,-0.40559823965578046,-0.6217158801030603,0.5976807474804392,0.38
289,-0.9028201137365377,-0.4604403600952651,0.6904889695452312,0.74
291,-0.004816689465299059,-0.8023320516462273,0.5492249384869731,0.06
292,0.008547811121005175,-0.9893124977869018,0.6069958324573996,0.06
293,-0.5725789722877934,-0.5593616067756405,0.6073773196777554,0.49
294,-0.5514044908286855,-0.8178548160219227,0.6048293876593154,0.28
295,-0.35479735746046204,-0.3394955748273838,0.6062652315671176,0.5
296,1.575768205396292,0.6027171267457805,0.5563957469055937,0.05
297,-1.759142068275397,-0.8775362846069718,0.6654908847120985,0.88
298,1.5065562305769808,-0.9391390957609335,0.581718052657178,0.0
299,0.2694012014582056,-1.0642313144394395,0.6295311684428501,0.01
301,-2.5531939666269143,-0.6300108317180674,0.6242034525963611,1.0
302,-1.4942023873231303,-1.0485139228090856,0.6167452502923176,0.73
303,-0.7709619799076597,-0.5982338068812971,0.5933354572716703,0.58
305,1.7666784603300556,-1.005999705733404,0.6268080347753585,0.0
307,1.0736738829963477,-0.1718784562056636,0.5823869728584172,0.01
308,-0.17810938604670198,-0.5565481292144304,0.5311206057564203,0.25
309,-0.3527420782023189,-1.301189551769055,0.590510149257672,0.04
310,-0.6787516470819875,-0.7590287501842278,0.6504735588063839,0.46
311,0.3092368388835942,-0.8231013390425338,0.6424445492001434,0.03
313,-2.5366922348810315,-1.2114865394127439,0.595255508895465,1.0
314,-0.9624036128085203,0.49543510902121407,0.5890730934035026,0.99
315,-0.29361320177723876,-0.6445435684064091,0.6424659489142148,0.28
317,1.4535359141150426,-0.09007567326063376,0.681535926894214,0.02
319,0.395759357698539,-0.8279056831662182,0.5976722043992472,0.02
320,-0.4388447364374301,-0.9976685817053265,0.6605685055963741,0.2
321,1.1846503652347316,-1.184114097737946,0.6669317475185141,0.0
323,0.058561774280308634,-0.2276811563992219,0.6270437707598466,0.34
325,0.692957636363672,-0.737966057219516,0.5587725101174625,0.01
327,-1.180203996491228,-0.18634042439622633,0.5619365224275454,0.97
328,0.2597426617880761,-0.7788797439624844,0.6311729417656997,0.04
329,-0.8779763957659109,-0.7513026105224901,0.6257368808096844,0.56
330,0.40967268353805,-0.6932406895197123,0.6100051599157957,0.04
331,-0.09815545556393193,-0.6243358491700112,0.6289504822791967,0.19
333,0.9922199082269929,-1.1711046798590172,0.6248258240793306,0.0
335,1.0842781899951581,-0.8473318016195961,0.6869205442543519,0.0
337,-1.3157144649001635,-0.3056055993280502,0.6430238310255582,0.93
338,1.0748439041740878,0.05247988108847826,0.688829579942596,0.07
339,1.6330244052443836,-0.780031326839011,0.5428693739684465,0.0
340,1.482886215660994,-1.048933358199552,0.573422285301555,0.0
341,0.5869076821537688,-0.20782146518598898,0.6304876076173199,0.11
342,0.8207310499488664,-0.18652664341186107,0.6045387110019097,0.04
343,2.226946960444529,-0.4786966521717902,0.7335876419358446,0.0
344,0.727526746553462,-0.9883662998645595,0.6505690365109712,0.01
346,-1.5041350623867147,-0.8217918393706767,0.6277868522606148,0.86
348,-1.092129680258899,0.12570640719020126,0.6342129383614864,0.98
349,1.5951437487419173,-0.32440014713513,0.6593389501386432,0.01
350,-0.8087211191478222,0.3550845588625214,0.6082522107919038,0.97
352,0.41232420160916894,-0.250534222593793,0.6183256827861662,0.11
354,-1.8175027998034987,-0.9028400198273367,0.6568937937431807,0.93
355,-0.03569837208225603,-0.05589949985628673,0.6231749124347913,0.49
356,0.784814307496037,-1.2374219142945397,0.5865181012834716,0.0
359,-0.5613371180439468,0.13931367263716693,0.7213833719901832,0.84
360,1.174566336793775,-0.20961971301834084,0.600002451022676,0.0
362,0.1100371772213136,0.1955217755078909,0.5851777495172804,0.53
363,0.3318587225602938,0.284504699589749,0.7475963034498386,0.49
364,1.2294763293276567,0.10322407550644483,0.6165064442925967,0.03
365,0.427143678687301,-0.7460862891218949,0.5737458074388702,0.02
366,0.1613897446696623,0.252706400530436,0.6299021923458945,0.57
368,1.684563071219081,-0.6222003608612163,0.6204853945003804,0.0
369,1.516734112557964,-0.42339714083903535,0.5731360081878839,0.0
370,-1.5247758482207074,-0.10042695276433138,0.5603737294172121,1.0
371,-0.2619154287683898,-0.5439973474170922,0.5231493002385877,0.25
373,1.13816015084161,-0.21651298279137332,0.5587775516043909,0.01
374,0.350201689646605,-0.5654674449049972,0.596051764309145,0.08
375,1.8106730005293443,0.11753845903376663,0.6066555263134578,0.0
376,0.41477970724760516,0.036939529676984745,0.6592837095470873,0.3
377,-0.6443812323223435,-0.17753139097645743,0.5980380102553702,0.77
378,1.1123409475031598,-0.9757910227518529,0.6012096814968888,0.0
380,-1.250035583206242,-0.41243409018408966,0.5563356711069769,0.92
381,-1.1908269911654077,-0.05203370277485203,0.7090799809666793,0.94
382,-0.930094094549659,-0.38250918016755014,0.7000871023498993,0.8
385,-0.565924153849047,-0.7333599197383294,0.6150515036029347,0.38
386,-0.0889439331364753,-1.0123980718147028,0.5356529427134602,0.05
387,1.0583681199439399,-0.4891709753476375,0.6067404360925321,0.01
388,-0.1311085131190196,-0.45839935072016624,0.6449409606350662,0.32
389,0.7690032983290009,-0.23570108387829258,0.6350635513400693,0.06
390,-0.5724563104612382,0.24584003907810595,0.5794915257994017,0.88
391,-1.0946190789723156,-0.5456927377350806,0.5316270783882202,0.87
392,0.022407149046295073,-0.22912021886481948,0.6615630589353123,0.34
394,1.4455454408742514,-0.39141233722396435,0.6353142535156664,0.0
395,-1.029230012451767,-1.663414215173324,0.5802365648418636,0.12
396,-1.1541211924903392,-0.5610644340344626,0.58135004454482,0.85
398,-0.9649398449373453,-0.39713273252011416,0.6017157349589685,0.82
399,-0.4215235540053232,-0.09620152041655725,0.6431862477266002,0.68
400,-2.269069048547945,-0.7136924678545471,0.5976234741136909,1.0
401,-1.106029371262368,-0.17348640962104825,0.6839741256997696,0.89
403,-0.461182142815883,0.32453510092267274,0.6296351753113415,0.89
406,0.5835066002519502,-1.1342216761978041,0.6243241390220448,0.01
407,0.4327370753990715,-0.4882113809182204,0.6527408278611151,0.07
408,1.115127931189207,-0.540171884710686,0.5800183022471427,0.0
409,-0.718294251873116,0.29285471769522486,0.544153036969875,0.98
410,-0.4990315861037711,-0.7498102729156632,0.6611758695002801,0.35
412,0.33461117589805695,-0.3995851464169282,0.5874162842235358,0.11
413,-1.4767642353829034,-0.4253194864859843,0.6031651529341706,0.97
414,-0.36861962902751133,-1.1266302679084335,0.551953346292405,0.07
415,-1.950456993952425,-0.28561730827050563,0.7461225000261484,1.0
416,-1.2165037043958309,-1.0946989272421237,0.5809260521430348,0.63
417,-0.2823209651615708,-0.03526796234769762,0.660446469623023,0.69
418,-0.19165171332927253,-0.4303374450088743,0.6983872576566551,0.37
420,-1.6228922182393486,-0.11133793468113075,0.5938507401254622,1.0
422,1.1093054839342353,-0.5057478861037752,0.5758450416523095,0.01
425,-2.547539337192344,0.33078507021931325,0.5536655259157186,1.0
426,0.14611520577221904,-0.3156933034302901,0.6364439093395844,0.25
427,-0.4788680396788258,-1.1875204085678075,0.5105584557257715,0.08
428,-0.062405276653055335,-0.8047464796309071,0.548812157875227,0.1
430,-2.0056589578425323,-0.29253026191950166,0.6673893657954262,1.0
431,-1.1766535108702096,-1.1657358537115927,0.5740918525858341,0.52
432,0.7061503906014235,-0.788836594905316,0.6248195366199246,0.02
433,-0.27984935271458933,0.22845213625492367,0.6568606535822444,0.75
434,-1.652331226939233,-0.24998589129602625,0.5758278116352781,1.0
435,-1.9822301368441129,-0.9122205511395923,0.561613754262304,0.98
439,-1.7798709639112467,-0.5976824479669774,0.5912892699114506,0.97
440,1.3613381270489342,0.4112503629125069,0.6122594118422013,0.05
441,-0.04810776689171885,-0.06511903271947647,0.5753257814666378,0.47
443,-2.313906076971837,-0.5947993140247688,0.6911778945140837,0.99
444,-1.1442042163844746,-0.012726120382987727,0.5627181624265153,0.97
445,-1.3900524169814379,-1.2627465710587138,0.5662086415864638,0.57
446,1.2175191745399612,-0.9854167493959329,0.5775857309050649,0.0
447,-3.294189802961168,-0.37639512712226064,0.6851342227401197,1.0
448,-1.895825479251711,-0.21415167741636534,0.5896443524780979,1.0
450,1.5973913952644985,-0.6399009252089547,0.653367133977549,0.0
451,0.19896797273712047,-0.506302033705123,0.6207614590973043,0.14
452,-0.7189706815617781,-0.7854310523916322,0.6112322275147746,0.44
453,0.9893901532642757,-1.5921387071907487,0.6584876839103944,0.0
454,0.8287355925227038,0.1915901847507458,0.639122853450701,0.15
455,-2.295893711879876,-0.3444151642686968,0.5867235361023656,1.0
456,-1.2034868120119186,-1.0919997745218042,0.6369004650007082,0.62
459,0.35895113878395607,-0.827265906104256,0.6302767112538374,0.06
460,-0.4795619681980291,-0.32032052165490094,0.6237692289000738,0.63
461,-1.3285407645105718,-0.3516364375657543,0.5825398692713724,0.94
462,-0.3734474822741859,-0.32460934981212275,0.6138443427945572,0.58
464,0.2789958794573142,-0.01349800187433607,0.5873704027626014,0.33
466,0.9278518240083146,-0.6161467862042761,0.6393311929181136,0.01
467,0.5158424022511653,-1.1323784468418645,0.5364177770158994,0.01
469,-0.44055939890783324,-0.5190059541340252,0.6375206269131334,0.44
470,2.3252970732604945,-0.6097050691178343,0.5758207432020904,0.0
471,-0.8829021134085924,-1.1379460600491311,0.599058538066973,0.35
472,1.248290700973458,-0.16319908814211545,0.5637190802984458,0.0
473,0.9921567412011711,-0.57998137683021,0.5966231008015984,0.01
474,0.3201154063414117,0.15908344159558588,0.5928495788038712,0.38
475,-1.6153712588477624,-0.379068965660685,0.7149059993187902,0.95
476,1.9243693963399402,-0.6374321458536856,0.6489998707925206,0.0
477,0.1661100123650115,-1.1224802432717085,0.5374854453593635,0.02
478,-0.2941011761745893,-1.0713989472204242,0.6064412622800087,0.11
479,2.267532720866729,-0.19951405224677182,0.6423674810825087,0.0
481,-1.4265795549121316,0.056071916119350515,0.5762099711031121,1.0
482,-1.550998061292543,0.038898143474277225,0.6389563618706678,1.0
483,0.49112713818747844,-0.25452919671922236,0.6033457613882649,0.1
484,1.6733200520015163,-0.14668975235634213,0.618513338804273,0.0
485,0.8649357332182814,-0.9012731872192726,0.5898397458579783,0.0
486,3.2649379492484054,0.7123271823315724,0.6264507047802593,0.0
488,-0.988326961813442,-0.606288260404819,0.6262385608747553,0.76
491,-1.5624973983224635,-0.48672267503969563,0.645658066542072,0.93
492,-1.3291762652398769,-0.8017062509396792,0.6253682710713909,0.8
493,-1.268937059465316,-0.6885870648267902,0.6036339832304936,0.81
494,1.0982563423872245,0.05468338015752665,0.5627582206475619,0.04
495,-1.618337486397702,-0.13331825898582073,0.5476620134522703,1.0
496,1.4613668987088857,-0.0597937638593219,0.5870942723652395,0.01
497,-0.8999798390542498,-0.43771677687619936,0.6066627963032035,0.75
498,-0.1961150730873796,0.007955189558042301,0.588321005366621,0.6
499,0.3934252112053529,-0.3606274298314485,0.5926409359506192,0.12
500,-0.8584305467710233,-0.18092026438955527,0.5605412737842955,0.87
501,0.8942444173325839,-1.1340690936963593,0.4877422446930599,0.0
502,1.478127392878034,0.2661211552147964,0.6493905402840346,0.03
505,0.3398770633585605,-0.33385085797092856,0.5818852919565587,0.14
506,-1.3013942796512779,-0.39818153742862417,0.7129816642630495,0.87
507,-2.0538901479777736,-0.5950498558509412,0.6076599954908477,0.99
508,-1.3970086972774103,0.35359789393103314,0.5828454364772587,1.0
510,0.6194321502448766,-0.45972930210528706,0.5584358589254503,0.01
511,0.7774057534873988,0.749960592256437,0.6157131471071479,0.47
512,2.4424863077526133,-0.6843917070032215,0.6148674813894006,0.0
513,1.3112403699132444,-0.2684692524586513,0.5501605834773792,0.0
514,0.5241030757325646,-0.8105007464375998,0.6957112720013963,0.03
515,-0.061153239732495354,0.09185323159714388,0.5921557115663553,0.55
516,-0.11464258169291244,0.4338922617571882,0.6477239462765794,0.8
517,-1.9700091619253177,0.19731439569889775,0.6532214235708985,1.0
518,1.4144667135696936,-0.06027458378966168,0.5280836944248644,0.0
519,-0.6934846470534617,0.049336157991042705,0.6382724135102016,0.84
520,0.6453298501117511,-0.7586708914996636,0.6526972238146513,0.01
521,-1.750662051421392,-0.2172078812249669,0.5103767924260464,0.99
522,0.35816944109687665,0.2774358343310059,0.6388286963111337,0.46
523,0.2344304712775262,-0.10017060873393252,0.5943098834111452,0.3
524,-0.03882858595713155,-0.04353084115420172,0.5851685407604146,0.46
525,0.6244317866897785,0.035443063032352916,0.5682880120184318,0.16
526,0.8995123923390125,0.4964351229641,0.5980315065157201,0.26
527,-0.8688224168111409,0.146426651807936,0.6587866243254319,0.94
528,-0.2319668969518406,-0.02174881792069991,0.5548380192624115,0.67
529,0.26862732225096736,-0.321078399157236,0.6035057949295463,0.17
530,-0.6994675837707259,0.12668446897103558,0.5550571497244259,0.95
531,-2.2272707178313396,-0.4895068834885577,0.5854129754300297,0.99
